gene_id,transcript_id,Gene_id,protein_id
YGL083W,NM_001180948.1,852797,NP_011432.1
YGL082W,NM_001180947.3,852798,NP_011433.3
YGL081W,NM_001180946.1,852799,NP_011434.1
YGL080W,NM_001180945.1,852800,NP_011435.1
YGL079W,NM_001180944.1,852801,NP_011436.1
YGL078C,NM_001180943.3,852802,NP_011437.3
YGL077C,NM_001180942.1,852803,NP_011438.1
YGL076C,NM_001180941.1,852804,NP_011439.1
YGL076C,NM_001180941.1,852804,NP_011439.1
YGL076C,NM_001180941.1,852804,NP_011439.1
YGL075C,NM_001180940.1,852805,NP_011440.1
YGL073W,NM_001180938.3,852806,NP_011442.3
YGL071W,NM_001180936.1,852809,NP_011444.1
YGL070C,NM_001180935.1,852810,NP_011445.1
YGL068W,NM_001180933.1,852811,NP_011447.1
YGL067W,NM_001180932.3,852813,NP_011448.3
YGL066W,NM_001180931.1,852814,NP_011449.1
YGL065C,NM_001180930.1,852815,NP_011450.1
YGL064C,NM_001180929.1,852816,NP_011451.1
YGL063W,NM_001180928.4,852817,NP_011452.4
YGL062W,NM_001180927.1,852818,NP_011453.1
YGL061C,NM_001180926.1,852819,NP_011454.1
YGL060W,NM_001180925.1,852820,NP_011455.1
YGL059W,NM_001180924.4,852821,NP_011456.5
YGL058W,NM_001180923.1,852822,NP_011457.1
YGL057C,NM_001180922.1,852823,NP_011458.1
YGL056C,NM_001180921.2,852824,NP_011459.2
YGL055W,NM_001180920.3,852825,NP_011460.3
YGL054C,NM_001180919.1,852826,NP_011461.1
YGL053W,NM_001180918.1,852828,NP_011462.1
YGL051W,NM_001180916.1,852830,NP_011464.1
YGL050W,NM_001180915.3,852832,NP_011465.3
YGL049C,NM_001180914.1,852833,NP_011466.1
YGL048C,NM_001180913.1,852834,NP_011467.1
YGL047W,NM_001180912.1,852835,NP_011468.1
YGL045W,NM_001180910.3,852837,NP_011470.4
YGL044C,NM_001180909.1,852838,NP_011471.1
YGL043W,NM_001180908.1,852839,NP_011472.1
YGL041C-B,NM_001184550.1,1466454,NP_878074.1
YGL041W-A,NM_001184647.4,5814844,NP_001106172.4
YGL040C,NM_001180905.1,852842,NP_011475.1
YGL039W,NM_001180904.1,852844,NP_011476.1
YGL038C,NM_001180903.1,852845,NP_011477.1
YGL037C,NM_001180902.3,852846,NP_011478.3
YGL036W,NM_001180901.1,852847,NP_011479.1
YGL035C,NM_001180900.1,852848,NP_011480.1
YGL034C,NM_001348837.1,852849,NP_001335778.1
YGL033W,NM_001180898.2,852850,NP_011482.3
YGL033W,NM_001180898.2,852850,NP_011482.3
YGL033W,NM_001180898.2,852850,NP_011482.3
YGL032C,NM_001180897.3,852851,NP_011483.3
YGL031C,NM_001180896.1,852852,NP_011484.1
YGL030W,NM_001180895.1,852853,NP_011485.1
YGL030W,NM_001180895.1,852853,NP_011485.1
YGL029W,NM_001180894.1,852854,NP_011486.1
YGL028C,NM_001180893.3,852856,NP_011487.3
YGL027C,NM_001180892.1,852857,NP_011488.1
YGL026C,NM_001180891.1,852858,NP_011489.1
YGL025C,NM_001180890.1,852860,NP_011490.2
YGL023C,NM_001180888.3,852861,NP_011492.3
YGL022W,NM_001180887.1,852862,NP_011493.1
YGL021W,NM_001180886.1,852863,NP_011494.1
YGL020C,NM_001180885.1,852864,NP_011495.1
YGL019W,NM_001180884.3,852865,NP_011496.3
YGL018C,NM_001180883.1,852866,NP_011497.1
YGL017W,NM_001180882.1,852867,NP_011498.1
YGL016W,NM_001180881.1,852868,NP_011499.1
YGL015C,NM_001180880.3,852869,NP_011500.3
YGL014W,NM_001180879.1,852870,NP_011501.1
YGL013C,NM_001180878.1,852871,NP_011502.1
YGL012W,NM_001180877.1,852872,NP_011503.1
YGL011C,NM_001180876.3,852873,NP_011504.3
YGL010W,NM_001180875.1,852874,NP_011505.1
YGL009C,NM_001180874.1,852875,NP_011506.1
YGL008C,NM_001180873.1,852876,NP_011507.1
YGL007C-A,NM_001184592.3,1466455,NP_878075.3
YGL007W,NM_001348838.1,852877,NP_001335779.1
YGL006W-A,NM_001184634.1,1466456,NP_878076.1
YGL006W,NM_001180871.1,852878,NP_011509.1
YGL005C,NM_001180870.1,852879,NP_011510.1
YGL004C,NM_001180869.3,852880,NP_011511.3
YGL003C,NM_001180868.1,852881,NP_011512.1
YGL002W,NM_001180867.1,852882,NP_011513.1
YGL001C,NM_001180866.1,852883,NP_011514.1
YGR001C,NM_001181130.3,852884,NP_011515.4
YGR001C,NM_001181130.3,852884,NP_011515.4
YGR001C,NM_001181130.3,852884,NP_011515.4
YGR002C,NM_001181131.1,852885,NP_011516.1
YGR003W,NM_001181132.1,852886,NP_011517.1
YGR004W,NM_001181133.1,852887,NP_011518.1
YGR005C,NM_001181134.3,852888,NP_011519.3
YGR006W,NM_001181135.1,852889,NP_011520.2
YGR007W,NM_001181136.1,852890,NP_011521.1
YGR008C,NM_001181137.1,852891,NP_011522.1
YGR009C,NM_001181138.3,852892,NP_011523.3
YGR010W,NM_001181139.1,852893,NP_011524.1
YGR012W,NM_001181141.1,852895,NP_011526.1
YGR013W,NM_001181142.1,852896,NP_011527.1
YGR014W,NM_001181143.3,852897,NP_011528.3
YGR015C,NM_001181144.1,852898,NP_011529.1
YGR016W,NM_001181145.1,852899,NP_011530.1
YGR017W,NM_001181146.1,852900,NP_011531.1
YGR018C,NM_001270747.1,852901,NP_001257676.1
YGR019W,NM_001181148.3,852902,NP_011533.3
YGR020C,NM_001181149.1,852903,NP_011534.1
YGR021W,NM_001181150.1,852904,NP_011535.1
YGR023W,NM_001181152.1,852905,NP_011537.1
YGR024C,NM_001181153.3,852908,NP_011538.3
YGR025W,NM_001348839.1,852909,NP_001335780.1
YGR026W,NM_001181155.3,852910,NP_011540.3
YGR027C,NM_001181156.1,852911,NP_011541.1
YGR027W-B,NM_001184432.2,852913,NP_058158.1
YGR027W-B,NM_001184432.2,852913,NP_058158.1
YGR027W-A,NM_001184431.1,852912,NP_058159.1
YGR028W,NM_001181157.3,852915,NP_011542.3
YGR029W,NM_001181158.3,852916,NP_011543.4
YGR029W,NM_001181158.3,852916,NP_011543.4
YGR030C,NM_001181159.1,852918,NP_011544.1
YGR031W,NM_001181160.1,852919,NP_011545.1
YGR031C-A,NM_001184658.1,8656591,NP_001027023.1
YGR032W,NM_001181161.3,852920,NP_011546.3
YGR033C,NM_001181162.3,852921,NP_011547.3
YGR034W,NM_001181163.1,852922,NP_011548.2
YGR034W,NM_001181163.1,852922,NP_011548.2
YGR035C,NM_001181164.1,852923,NP_011549.1
YGR035W-A,NM_001184648.1,1466457,NP_878077.1
YGR036C,NM_001181165.3,852924,NP_011550.3
YGR037C,NM_001181166.3,852925,NP_011551.3
YGR038W,NM_001181167.1,852926,NP_011552.1
YGR038C-B,NM_001184434.2,852928,NP_058160.1
YGR038C-B,NM_001184434.2,852928,NP_058160.1
YGR038C-A,NM_001184433.1,852929,NP_058161.1
YGR039W,NM_001348840.1,852930,NP_001335781.1
YGR040W,NM_001181169.3,852931,NP_011554.3
YGR041W,NM_001181170.3,852932,NP_011555.3
YGR042W,NM_001181171.1,852933,NP_011556.1
YGR043C,NM_001181172.1,852934,NP_011557.1
YGR044C,NM_001181173.1,852935,NP_011558.1
YGR045C,NM_001348841.1,852936,NP_001335782.1
YGR046W,NM_001181175.3,852937,NP_011560.3
YGR047C,NM_001181176.3,852938,NP_011561.3
YGR048W,NM_001181177.1,852939,NP_011562.1
YGR049W,NM_001181178.1,852940,NP_011563.1
YGR050C,NM_001270748.1,852941,NP_001257677.1
YGR052W,NM_001181181.1,852943,NP_011566.1
YGR053C,NM_001181182.3,852944,NP_011567.3
YGR054W,NM_001181183.4,852945,NP_011568.3
YGR055W,NM_001181184.1,852946,NP_011569.1
YGR056W,NM_001181185.1,852947,NP_011570.1
YGR057C,NM_001181186.3,852948,NP_011571.4
YGR058W,NM_001181187.2,852949,NP_011572.2
YGR059W,NM_001181188.3,852950,NP_011573.3
YGR060W,NM_001181189.3,852951,NP_011574.3
YGR061C,NM_001181190.1,852952,NP_011575.1
YGR062C,NM_001181191.1,852953,NP_011576.1
YGR063C,NM_001181192.3,852955,NP_011577.3
YGR065C,NM_001181194.1,852956,NP_011579.1
YGR066C,NM_001181195.3,852957,NP_011580.3
YGR067C,NM_001181196.4,852958,NP_011581.4
YGR068C,NM_001181197.1,852960,NP_011582.1
YGR070W,NM_001181199.2,852961,NP_011584.2
YGR071C,NM_001181200.3,852962,NP_011585.3
YGR072W,NM_001181201.1,852963,NP_011586.1
YGR074W,NM_001181203.3,852964,NP_011588.3
YGR075C,NM_001181204.3,852966,NP_011589.3
YGR076C,NM_001181205.1,852967,NP_011590.1
YGR077C,NM_001181206.1,852968,NP_011591.1
YGR078C,NM_001181207.3,852969,NP_011592.3
YGR079W,NM_001181208.1,852970,NP_011593.1
YGR080W,NM_001181209.3,852971,NP_011594.3
YGR081C,NM_001181210.3,852972,NP_011595.3
YGR082W,NM_001181211.1,852973,NP_011596.1
YGR083C,NM_001181212.1,852974,NP_011597.1
YGR084C,NM_001181213.3,852975,NP_011598.3
YGR085C,NM_001181214.1,852976,NP_011599.1
YGR086C,NM_001181215.3,852977,NP_011600.3
YGR087C,NM_001181216.3,852978,NP_011601.3
YGR088W,NM_001181217.1,852979,NP_011602.2
YGR089W,NM_001181218.1,852980,NP_011603.1
YGR090W,NM_001181219.3,852982,NP_011604.3
YGR091W,NM_001181220.1,852983,NP_011605.1
YGR092W,NM_001181221.3,852984,NP_011606.3
YGR093W,NM_001181222.3,852985,NP_011607.3
YGR094W,NM_001181223.1,852986,NP_011608.1
YGR095C,NM_001181224.1,852987,NP_011609.2
YGR096W,NM_001181225.3,852988,NP_011610.3
YGR097W,NM_001181226.1,852989,NP_011611.1
YGR098C,NM_001181227.3,852990,NP_011612.3
YGR099W,NM_001181228.3,852991,NP_011613.3
YGR100W,NM_001181229.1,852992,NP_011614.1
YGR101W,NM_001181230.1,852993,NP_011615.1
YGR102C,NM_001181231.3,852994,NP_011616.3
YGR103W,NM_001181232.1,852995,NP_011617.1
YGR104C,NM_001181233.3,852996,NP_011618.3
YGR105W,NM_001181234.3,852997,NP_011619.3
YGR106C,NM_001181235.1,852998,NP_011620.1
YGR108W,NM_001181237.1,853002,NP_011622.1
YGR109C,NM_001181238.3,853003,NP_011623.3
YGR109W-B,NM_001184381.2,853006,NP_011624.1
YGR109W-B,NM_001184381.2,853006,NP_011624.1
YGR109W-A,NM_001184380.3,853005,NP_058162.3
YGR110W,NM_001181239.3,853007,NP_011625.3
YGR111W,NM_001181240.1,853008,NP_011626.1
YGR112W,NM_001181241.1,853009,NP_011627.1
YGR113W,NM_001181242.3,853010,NP_011628.4
YGR116W,NM_001181245.1,853011,NP_011631.1
YGR117C,NM_001181246.3,853014,NP_011632.3
YGR118W,NM_001181247.3,853015,NP_011633.3
YGR118W,NM_001181247.3,853015,NP_011633.3
YGR119C,NM_001181248.1,853016,NP_011634.1
YGR120C,NM_001181249.1,853017,NP_011635.2
YGR121C,NM_001181250.3,853019,NP_011636.3
YGR121W-A,NM_001184551.1,1466458,NP_878078.1
YGR122W,NM_001181251.3,853020,NP_011637.3
YGR123C,NM_001181252.3,853023,NP_011639.3
YGR124W,NM_001181253.1,853025,NP_011640.1
YGR125W,NM_001181254.1,853026,NP_011641.1
YGR126W,NM_001181255.3,853027,NP_011642.3
YGR127W,NM_001181256.1,853028,NP_011643.1
YGR128C,NM_001181257.3,853029,NP_011644.3
YGR129W,NM_001181258.3,853030,NP_011645.3
YGR130C,NM_001181259.1,853031,NP_011646.1
YGR131W,NM_001181260.1,853032,NP_011647.1
YGR132C,NM_001181261.3,853033,NP_011648.3
YGR133W,NM_001181262.1,853034,NP_011649.1
YGR134W,NM_001181263.3,853035,NP_011650.3
YGR135W,NM_001181264.3,853036,NP_011651.3
YGR136W,NM_001181265.1,853037,NP_011652.1
YGR138C,NM_001181267.1,853039,NP_011654.1
YGR140W,NM_001181269.3,853041,NP_011656.3
YGR141W,NM_001181270.1,853042,NP_011657.1
YGR142W,NM_001181271.3,853043,NP_011658.3
YGR143W,NM_001181272.3,853045,NP_011659.3
YGR144W,NM_001181273.1,853047,NP_011660.1
YGR145W,NM_001181274.2,853048,NP_011661.2
YGR146C,NM_001181275.3,853049,NP_011662.3
YGR146C-A,NM_001184594.1,1466459,NP_878079.1
YGR147C,NM_001181276.3,853050,NP_011663.3
YGR148C,NM_001181277.3,853051,NP_011664.3
YGR149W,NM_001181278.1,853052,NP_011665.1
YGR150C,NM_001181279.1,853053,NP_011666.1
YGR152C,NM_001181281.3,853056,NP_011668.3
YGR153W,NM_001181282.2,853057,NP_011669.2
YGR154C,NM_001181283.3,853058,NP_011670.3
YGR155W,NM_001181284.3,853059,NP_011671.3
YGR156W,NM_001181285.1,853060,NP_011672.1
YGR157W,NM_001181286.1,853061,NP_011673.1
YGR158C,NM_001181287.3,853062,NP_011674.3
YGR159C,NM_001181288.1,853064,NP_011675.1
YGR161C,NM_001181290.3,853065,NP_011677.3
YGR161W-C,NM_001184675.3,3077355,NP_001018033.3
YGR161W-B,NM_001184402.2,853067,NP_058163.1
YGR161W-B,NM_001184402.2,853067,NP_058163.1
YGR161W-A,NM_001184401.1,853066,NP_058164.1
YGR161C-D,NM_001184400.4,853068,NP_058165.3
YGR161C-D,NM_001184400.4,853068,NP_058165.3
YGR161C-C,NM_001184399.1,853069,NP_058166.1
YGR162W,NM_001181291.3,853071,NP_011678.3
YGR163W,NM_001181292.3,853072,NP_011679.3
YGR164W,NM_001348843.1,853073,NP_001335783.1
YGR165W,NM_001181294.1,853075,NP_011681.1
YGR166W,NM_001181295.1,853076,NP_011682.1
YGR167W,NM_001181296.3,853077,NP_011683.3
YGR168C,NM_001181297.1,853078,NP_011684.1
YGR169C,NM_001181298.3,853079,NP_011685.3
YGR169C-A,NM_001184531.3,1466460,NP_878080.3
YGR170W,NM_001181299.1,853080,NP_011686.1
YGR171C,NM_001181300.1,853081,NP_011687.1
YGR172C,NM_001181301.3,853082,NP_011688.3
YGR173W,NM_001181302.1,853083,NP_011689.1
YGR174C,NM_001181303.3,853085,NP_011690.3
YGR174W-A,NM_001184595.3,1466461,NP_878081.3
YGR175C,NM_001181304.1,853086,NP_011691.1
YGR177C,NM_001181306.1,853088,NP_011693.1
YGR178C,NM_001181307.3,853089,NP_011694.3
YGR179C,NM_001181308.1,853090,NP_011695.1
YGR180C,NM_001181309.3,853091,NP_011696.3
YGR181W,NM_001181310.3,853093,NP_011697.3
YGR183C,NM_001181312.1,853095,NP_011699.1
YGR183C,NM_001181312.1,853095,NP_011699.1
YGR184C,NM_001181313.1,853096,NP_011700.1
YGR185C,NM_001181314.3,853097,NP_011701.3
YGR186W,NM_001181315.1,853098,NP_011702.1
YGR187C,NM_001181316.3,853099,NP_011703.3
YGR188C,NM_001181317.3,853100,NP_011704.3
YGR189C,NM_001181318.1,853102,NP_011705.1
YGR191W,NM_001181320.1,853104,NP_011707.1
YGR192C,NM_001181321.3,853106,NP_011708.3
YGR193C,NM_001181322.1,853107,NP_011709.1
YGR194C,NM_001181323.3,853108,NP_011710.3
YGR195W,NM_001181324.3,853109,NP_011711.3
YGR196C,NM_001181325.1,853110,NP_011712.1
YGR197C,NM_001181326.1,853111,NP_011713.1
YGR198W,NM_001181327.3,853112,NP_011714.3
YGR199W,NM_001181328.1,853113,NP_011715.1
YGR200C,NM_001181329.3,853114,NP_011716.3
YGR201C,NM_001181330.3,853115,NP_011717.4
YGR202C,NM_001181331.1,853116,NP_011718.1
YGR203W,NM_001181332.1,853117,NP_011719.1
YGR204W,NM_001181333.3,853118,NP_011720.3
YGR204C-A,NM_001184596.1,1466462,NP_878082.1
YGR205W,NM_001181334.3,853119,NP_011721.3
YGR206W,NM_001181335.3,853120,NP_011722.3
YGR207C,NM_001181336.1,853121,NP_011723.1
YGR208W,NM_001181337.1,853122,NP_011724.1
YGR209C,NM_001181338.3,853123,NP_011725.3
YGR210C,NM_001181339.1,853124,NP_011726.1
YGR211W,NM_001181340.3,853125,NP_011727.3
YGR212W,NM_001181341.3,853126,NP_011728.3
YGR213C,NM_001181342.1,853127,NP_011729.1
YGR214W,NM_001181343.1,853128,NP_011730.1
YGR214W,NM_001181343.1,853128,NP_011730.1
YGR215W,NM_001181344.3,853129,NP_011731.3
YGR216C,NM_001181345.1,853130,NP_011732.1
YGR217W,NM_001181346.3,853131,NP_011733.3
YGR218W,NM_001181347.3,853133,NP_011734.3
YGR220C,NM_001181349.1,853135,NP_011736.1
YGR221C,NM_001181350.2,853136,NP_011737.2
YGR222W,NM_001181351.3,853137,NP_011738.3
YGR223C,NM_001181352.1,853138,NP_011739.1
YGR224W,NM_001181353.3,853139,NP_011740.3
YGR225W,NM_001181354.3,853140,NP_011741.5
YGR225W,NM_001181354.3,853140,NP_011741.5
YGR227W,NM_001181356.2,853142,NP_011743.2
YGR227C-A,NM_001395731.1,65924736,NP_001382660.1
YGR229C,NM_001181358.1,853144,NP_011745.1
YGR230W,NM_001181359.3,853145,NP_011746.3
YGR231C,NM_001181360.1,853146,NP_011747.2
YGR232W,NM_001181361.3,853147,NP_011748.3
YGR233C,NM_001181362.3,853148,NP_011749.3
YGR234W,NM_001181363.1,853149,NP_011750.1
YGR235C,NM_001181364.1,853150,NP_011751.1
YGR236C,NM_001181365.3,853151,NP_011752.4
YGR237C,NM_001181366.1,853152,NP_011753.1
YGR238C,NM_001181367.3,853153,NP_011754.3
YGR239C,NM_001181368.3,853154,NP_011755.3
YGR240C,NM_001181369.1,853155,NP_011756.1
YGR240C-A,NM_001184552.1,1466463,NP_878083.1
YGR241C,NM_001181370.3,853157,NP_011757.3
YGR243W,NM_001181372.1,853158,NP_011759.1
YGR244C,NM_001181373.3,853159,NP_011760.3
YGR245C,NM_001181374.3,853160,NP_011761.3
YGR246C,NM_001181375.1,853161,NP_011762.1
YGR247W,NM_001181376.1,853162,NP_011763.1
YGR248W,NM_001181377.3,853163,NP_011764.3
YGR249W,NM_001181378.1,853164,NP_011765.1
YGR250C,NM_001181379.3,853165,NP_011766.3
YGR251W,NM_001181380.3,853166,NP_011767.3
YGR252W,NM_001181381.1,853167,NP_011768.1
YGR253C,NM_001181382.1,853168,NP_011769.1
YGR254W,NM_001181383.3,853169,NP_011770.3
YGR255C,NM_001181384.1,853170,NP_011771.1
YGR256W,NM_001181385.3,853172,NP_011772.3
YGR257C,NM_001181386.3,853173,NP_011773.3
YGR258C,NM_001181387.1,853174,NP_011774.1
YGR260W,NM_001181389.1,853175,NP_011776.1
YGR261C,NM_001181390.3,853177,NP_011777.3
YGR262C,NM_001181391.1,853178,NP_011778.1
YGR263C,NM_001181392.3,853179,NP_011779.3
YGR264C,NM_001181393.3,853181,NP_011780.3
YGR266W,NM_001181395.1,853182,NP_011782.1
YGR267C,NM_001181396.1,853183,NP_011783.1
YGR268C,NM_001181397.3,853185,NP_011784.3
YGR270W,NM_001181399.1,853186,NP_011786.1
YGR271W,NM_001181400.4,853187,NP_011787.4
YGR271C-A,NM_001184474.3,853188,NP_076891.4
YGR273C,NM_001181402.1,853190,NP_011789.1
YGR274C,NM_001181403.2,853191,NP_011790.1
YGR275W,NM_001181404.3,853192,NP_011791.4
YGR276C,NM_001181405.1,853193,NP_011792.1
YGR277C,NM_001181406.3,853194,NP_011793.3
YGR278W,NM_001181407.3,853195,NP_011794.3
YGR279C,NM_001181408.1,853196,NP_011795.1
YGR280C,NM_001181409.1,853197,NP_011796.1
YGR281W,NM_001181410.3,853198,NP_011797.3
YGR282C,NM_001181411.1,853199,NP_011798.1
YGR283C,NM_001181412.3,853200,NP_011799.3
YGR284C,NM_001181413.3,853201,NP_011800.3
YGR285C,NM_001181414.1,853202,NP_011801.1
YGR286C,NM_001181415.1,853203,NP_011802.1
YGR287C,NM_001181416.3,853204,NP_011803.3
YGR288W,NM_001181417.1,853205,NP_011804.1
YGR289C,NM_001181418.3,853207,NP_011805.3
YGR292W,NM_001181421.3,853209,NP_011808.3
YGR294W,NM_001181423.1,853210,NP_011810.1
YGR295C,NM_001181424.1,853212,NP_011811.1
YGR296W,NM_001181425.3,853213,NP_011812.3
YGR296W,NM_001181425.3,853213,NP_011812.3
YHL050C,NM_001179130.1,856335,NP_011813.1
YHL050C,NM_001179130.1,856335,NP_011813.1
YHL049C,NM_001179129.1,856336,NP_011814.1
YHL048C-A,NM_001184650.1,1466524,NP_878084.1
YHL048W,NM_001179128.1,856337,NP_011815.1
YHL047C,NM_001179127.2,856338,NP_011816.2
YHL046C,NM_001179126.1,856339,NP_011817.1
YHL045W,NM_001416099.1,856340,NP_001403028.1
YHL044W,NM_001179124.1,856341,NP_011819.1
YHL043W,NM_001179123.1,856342,NP_011820.1
YHL042W,NM_001179122.1,856343,NP_011821.1
YHL041W,NM_001348807.1,856344,NP_001335736.1
YHL040C,NM_001179120.1,856345,NP_011823.1
YHL039W,NM_001179119.1,856346,NP_011824.1
YHL038C,NM_001179118.1,856347,NP_011825.1
YHL037C,NM_001348812.1,856348,NP_001335737.1
YHL036W,NM_001179116.1,856349,NP_011827.1
YHL035C,NM_001179115.1,856350,NP_011828.1
YHL034C,NM_001179114.1,856351,NP_011829.1
YHL033C,NM_001179113.1,856352,NP_011830.1
YHL032C,NM_001179112.1,856353,NP_011831.1
YHL031C,NM_001179111.1,856354,NP_011832.1
YHL030W,NM_001179110.1,856355,NP_011833.1
YHL029C,NM_001179109.1,856356,NP_011834.1
YHL028W,NM_001179108.1,856357,NP_011835.1
YHL027W,NM_001179107.1,856358,NP_011836.1
YHL026C,NM_001179106.1,856359,NP_011837.2
YHL025W,NM_001179105.1,856360,NP_011838.1
YHL024W,NM_001179104.1,856361,NP_011839.1
YHL023C,NM_001179103.1,856362,NP_011840.1
YHL022C,NM_001179102.1,856364,NP_011841.1
YHL021C,NM_001179101.1,856365,NP_011842.1
YHL020C,NM_001179100.1,856366,NP_011843.1
YHL019C,NM_001179099.1,856367,NP_011844.1
YHL018W,NM_001179098.1,856368,NP_011845.1
YHL017W,NM_001179097.1,856369,NP_011846.1
YHL016C,NM_001179096.1,856370,NP_011847.1
YHL015W-A,NM_001184649.1,1466525,NP_878085.1
YHL015W,NM_001179095.1,856371,NP_011848.1
YHL014C,NM_001179094.1,856372,NP_011849.1
YHL013C,NM_001179093.1,856373,NP_011850.1
YHL012W,NM_001179092.1,856374,NP_011851.1
YHL011C,NM_001179091.1,856375,NP_011852.1
YHL010C,NM_001179090.1,856376,NP_011853.1
YHL009C,NM_001179089.1,856377,NP_011854.1
YHL009W-B,NM_001184404.2,856380,NP_058133.1
YHL009W-B,NM_001184404.2,856380,NP_058133.1
YHL009W-A,NM_001184403.1,856379,NP_058134.1
YHL008C,NM_001179088.1,856381,NP_011855.1
YHL007C,NM_001179087.1,856382,NP_011856.1
YHL006C,NM_001179086.1,856383,NP_011857.2
YHL005C,NM_001348872.1,856385,NP_001335738.1
YHL004W,NM_001179084.1,856384,NP_011859.1
YHL003C,NM_001179083.1,856386,NP_011860.1
YHL002W,NM_001179082.1,856387,NP_011861.1
YHL001W,NM_001179081.1,856388,NP_011862.1
YHL001W,NM_001179081.1,856388,NP_011862.1
YHR001W,NM_001179131.1,856389,NP_011863.1
YHR001W-A,NM_001181426.1,856390,NP_011864.1
YHR001W-A,NM_001181426.1,856390,NP_011864.1
YHR002W,NM_001179132.1,856391,NP_011865.1
YHR003C,NM_001179133.1,856392,NP_011866.1
YHR004C,NM_001179134.1,856393,NP_011867.1
YHR005C,NM_001179135.1,856394,NP_011868.1
YHR005C-A,NM_001181427.1,856395,NP_011869.1
YHR006W,NM_001179136.1,856397,NP_011870.1
YHR007C,NM_001179137.1,856398,NP_011871.1
YHR007C-A,NM_001184651.1,1466526,NP_878086.1
YHR008C,NM_001179138.1,856399,NP_011872.1
YHR009C,NM_001179139.1,856400,NP_011873.1
YHR010W,NM_001179140.1,856401,NP_011874.1
YHR010W,NM_001179140.1,856401,NP_011874.1
YHR011W,NM_001179141.1,856402,NP_011875.1
YHR012W,NM_001179142.1,856403,NP_011876.1
YHR012W,NM_001179142.1,856403,NP_011876.1
YHR013C,NM_001179143.1,856404,NP_011877.1
YHR014W,NM_001179144.1,856405,NP_011878.1
YHR015W,NM_001179145.1,856408,NP_011879.1
YHR016C,NM_001179146.1,856409,NP_011880.1
YHR016C,NM_001179146.1,856409,NP_011880.1
YHR017W,NM_001179147.1,856410,NP_011881.1
YHR018C,NM_001179148.1,856411,NP_011882.1
YHR019C,NM_001179149.1,856412,NP_011883.1
YHR020W,NM_001179150.1,856413,NP_011884.1
YHR021C,NM_001179151.1,856415,NP_011885.1
YHR021C,NM_001179151.1,856415,NP_011885.1
YHR021W-A,NM_001181428.1,856416,NP_011886.1
YHR022C,NM_001179152.1,856417,NP_011887.1
YHR022C-A,NM_001184597.1,1466527,NP_878087.1
YHR023W,NM_001179153.1,856418,NP_011888.1
YHR024C,NM_001179154.1,856419,NP_011889.1
YHR025W,NM_001179155.1,856420,NP_011890.1
YHR026W,NM_001179156.1,856421,NP_011891.1
YHR027C,NM_001179157.1,856422,NP_011892.1
YHR028C,NM_001179158.1,856423,NP_011893.1
YHR029C,NM_001179159.1,856424,NP_011894.1
YHR030C,NM_001179160.1,856425,NP_011895.1
YHR031C,NM_001179161.1,856426,NP_011896.1
YHR032W,NM_001179162.1,856427,NP_011897.1
YHR033W,NM_001179163.1,856428,NP_011898.1
YHR034C,NM_001179164.1,856429,NP_011899.1
YHR035W,NM_001179165.1,856430,NP_011900.1
YHR036W,NM_001179166.1,856431,NP_011901.1
YHR037W,NM_001179167.1,856432,NP_011902.1
YHR038W,NM_001179168.1,856433,NP_011903.1
YHR039C,NM_001179169.1,856434,NP_011904.1
YHR039C-A,NM_001180027.1,856435,NP_011905.1
YHR039C-A,NM_001180027.1,856435,NP_011905.1
YHR040W,NM_001179170.1,856436,NP_011906.1
YHR041C,NM_001179171.1,856437,NP_011907.1
YHR041C,NM_001179171.1,856437,NP_011907.1
